symbol,name,cache_file,metadata_file,metadata_exists,source,adjust,api_name,download_method,fallback_used,downloaded_at,row_count,status,reason
562500,机器人ETF华夏,data\cache\562500.csv,data\cache_meta\562500.json,False,,unknown,,legacy_cache,False,,1054,warning_legacy_cache_without_metadata,legacy cache without metadata
563800,A500ETF广发,data\cache\563800.csv,data\cache_meta\563800.json,False,,unknown,,legacy_cache,False,,357,warning_legacy_cache_without_metadata,legacy cache without metadata
512000,券商ETF华宝,data\cache\512000.csv,data\cache_meta\512000.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
159980,有色ETF大成,data\cache\159980.csv,data\cache_meta\159980.json,False,,unknown,,legacy_cache,False,,1543,warning_legacy_cache_without_metadata,legacy cache without metadata
159755,电池ETF广发,data\cache\159755.csv,data\cache_meta\159755.json,False,,unknown,,legacy_cache,False,,1181,warning_legacy_cache_without_metadata,legacy cache without metadata
159558,半导体设备ETF易方达,data\cache\159558.csv,data\cache_meta\159558.json,False,,unknown,,legacy_cache,False,,459,warning_legacy_cache_without_metadata,legacy cache without metadata
159819,人工智能ETF易方达,data\cache\159819.csv,data\cache_meta\159819.json,False,,unknown,,legacy_cache,False,,1360,warning_legacy_cache_without_metadata,legacy cache without metadata
159870,化工ETF鹏华,data\cache\159870.csv,data\cache_meta\159870.json,False,,unknown,,legacy_cache,False,,1257,warning_legacy_cache_without_metadata,legacy cache without metadata
512690,酒ETF鹏华,data\cache\512690.csv,data\cache_meta\512690.json,False,,unknown,,legacy_cache,False,,1701,warning_legacy_cache_without_metadata,legacy cache without metadata
515220,煤炭ETF国泰,data\cache\515220.csv,data\cache_meta\515220.json,False,,unknown,,legacy_cache,False,,1501,warning_legacy_cache_without_metadata,legacy cache without metadata
159611,电力ETF广发,data\cache\159611.csv,data\cache_meta\159611.json,False,,unknown,,legacy_cache,False,,1048,warning_legacy_cache_without_metadata,legacy cache without metadata
159530,机器人ETF易方达,data\cache\159530.csv,data\cache_meta\159530.json,False,,unknown,,legacy_cache,False,,555,warning_legacy_cache_without_metadata,legacy cache without metadata
159852,软件ETF嘉实,data\cache\159852.csv,data\cache_meta\159852.json,False,,unknown,,legacy_cache,False,,1268,warning_legacy_cache_without_metadata,legacy cache without metadata
515050,UC通信ETF华夏,data\cache\515050.csv,data\cache_meta\515050.json,False,,unknown,,legacy_cache,False,,1592,warning_legacy_cache_without_metadata,legacy cache without metadata
159901,深证100ETF易方达,data\cache\159901.csv,data\cache_meta\159901.json,False,,unknown,,legacy_cache,False,,1780,warning_legacy_cache_without_metadata,legacy cache without metadata
563220,A500ETF富国,data\cache\563220.csv,data\cache_meta\563220.json,False,,unknown,,legacy_cache,False,,381,warning_legacy_cache_without_metadata,legacy cache without metadata
515790,光伏ETF华泰柏瑞,data\cache\515790.csv,data\cache_meta\515790.json,False,,unknown,,legacy_cache,False,,1304,warning_legacy_cache_without_metadata,legacy cache without metadata
588220,科创100ETF鹏华,data\cache\588220.csv,data\cache_meta\588220.json,False,,unknown,,legacy_cache,False,,637,warning_legacy_cache_without_metadata,legacy cache without metadata
512800,银行ETF华宝,data\cache\512800.csv,data\cache_meta\512800.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
515180,红利ETF易方达,data\cache\515180.csv,data\cache_meta\515180.json,False,,unknown,,legacy_cache,False,,1545,warning_legacy_cache_without_metadata,legacy cache without metadata
512500,中证500ETF华夏,data\cache\512500.csv,data\cache_meta\512500.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
159992,创新药ETF银华,data\cache\159992.csv,data\cache_meta\159992.json,False,,unknown,,legacy_cache,False,,1473,warning_legacy_cache_without_metadata,legacy cache without metadata
159922,中证500ETF嘉实,data\cache\159922.csv,data\cache_meta\159922.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
159566,储能电池ETF易方达,data\cache\159566.csv,data\cache_meta\159566.json,False,,unknown,,legacy_cache,False,,540,warning_legacy_cache_without_metadata,legacy cache without metadata
159351,A500ETF嘉实,data\cache\159351.csv,data\cache_meta\159351.json,False,,unknown,,legacy_cache,False,,381,warning_legacy_cache_without_metadata,legacy cache without metadata
512760,芯片ETF国泰,data\cache\512760.csv,data\cache_meta\512760.json,False,,unknown,,legacy_cache,False,,1675,warning_legacy_cache_without_metadata,legacy cache without metadata
512890,红利低波ETF华泰柏瑞,data\cache\512890.csv,data\cache_meta\512890.json,False,,unknown,,legacy_cache,False,,1768,warning_legacy_cache_without_metadata,legacy cache without metadata
159967,创业板成长ETF华夏,data\cache\159967.csv,data\cache_meta\159967.json,False,,unknown,,legacy_cache,False,,1653,warning_legacy_cache_without_metadata,legacy cache without metadata
512660,军工ETF国泰,data\cache\512660.csv,data\cache_meta\512660.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
512170,医疗ETF华宝,data\cache\512170.csv,data\cache_meta\512170.json,False,,unknown,,legacy_cache,False,,1672,warning_legacy_cache_without_metadata,legacy cache without metadata
512010,医药ETF易方达,data\cache\512010.csv,data\cache_meta\512010.json,False,,unknown,,legacy_cache,False,,1780,warning_legacy_cache_without_metadata,legacy cache without metadata
588050,科创50ETF工银,data\cache\588050.csv,data\cache_meta\588050.json,False,,unknown,,legacy_cache,False,,1328,warning_legacy_cache_without_metadata,legacy cache without metadata
560010,中证1000ETF广发,data\cache\560010.csv,data\cache_meta\560010.json,False,,unknown,,legacy_cache,False,,909,warning_legacy_cache_without_metadata,legacy cache without metadata
159770,机器人ETF天弘,data\cache\159770.csv,data\cache_meta\159770.json,False,,unknown,,legacy_cache,False,,1091,warning_legacy_cache_without_metadata,legacy cache without metadata
159952,创业板ETF广发,data\cache\159952.csv,data\cache_meta\159952.json,False,,unknown,,legacy_cache,False,,1779,warning_legacy_cache_without_metadata,legacy cache without metadata
159583,通信ETF富国,data\cache\159583.csv,data\cache_meta\159583.json,False,,unknown,,legacy_cache,False,,444,warning_legacy_cache_without_metadata,legacy cache without metadata
563230,卫星ETF富国,data\cache\563230.csv,data\cache_meta\563230.json,False,,unknown,,legacy_cache,False,,152,warning_legacy_cache_without_metadata,legacy cache without metadata
510100,上证50ETF易方达,data\cache\510100.csv,data\cache_meta\510100.json,False,,unknown,,legacy_cache,False,,1596,warning_legacy_cache_without_metadata,legacy cache without metadata
512070,证券保险ETF易方达,data\cache\512070.csv,data\cache_meta\512070.json,False,,unknown,,legacy_cache,False,,1780,warning_legacy_cache_without_metadata,legacy cache without metadata
516150,稀土ETF嘉实,data\cache\516150.csv,data\cache_meta\516150.json,False,,unknown,,legacy_cache,False,,1247,warning_legacy_cache_without_metadata,legacy cache without metadata
159633,中证1000ETF易方达,data\cache\159633.csv,data\cache_meta\159633.json,False,,unknown,,legacy_cache,False,,910,warning_legacy_cache_without_metadata,legacy cache without metadata
588060,科创50ETF广发,data\cache\588060.csv,data\cache_meta\588060.json,False,,unknown,,legacy_cache,False,,1156,warning_legacy_cache_without_metadata,legacy cache without metadata
563300,中证2000ETF华泰柏瑞,data\cache\563300.csv,data\cache_meta\563300.json,False,,unknown,,legacy_cache,False,,638,warning_legacy_cache_without_metadata,legacy cache without metadata
560860,工业有色ETF万家,data\cache\560860.csv,data\cache_meta\560860.json,False,,unknown,,legacy_cache,False,,765,warning_legacy_cache_without_metadata,legacy cache without metadata
159813,半导体ETF鹏华,data\cache\159813.csv,data\cache_meta\159813.json,False,,unknown,,legacy_cache,False,,1445,warning_legacy_cache_without_metadata,legacy cache without metadata
159227,航空航天ETF华夏,data\cache\159227.csv,data\cache_meta\159227.json,False,,unknown,,legacy_cache,False,,239,warning_legacy_cache_without_metadata,legacy cache without metadata
515120,创新药ETF广发,data\cache\515120.csv,data\cache_meta\515120.json,False,,unknown,,legacy_cache,False,,1294,warning_legacy_cache_without_metadata,legacy cache without metadata
159218,卫星ETF招商,data\cache\159218.csv,data\cache_meta\159218.json,False,,unknown,,legacy_cache,False,,235,warning_legacy_cache_without_metadata,legacy cache without metadata
159869,游戏ETF华夏,data\cache\159869.csv,data\cache_meta\159869.json,False,,unknown,,legacy_cache,False,,1255,warning_legacy_cache_without_metadata,legacy cache without metadata
159781,科创创业ETF易方达,data\cache\159781.csv,data\cache_meta\159781.json,False,,unknown,,legacy_cache,False,,1174,warning_legacy_cache_without_metadata,legacy cache without metadata
159259,成长ETF易方达,data\cache\159259.csv,data\cache_meta\159259.json,False,,unknown,,legacy_cache,False,,166,warning_legacy_cache_without_metadata,legacy cache without metadata
515080,中证红利ETF招商,data\cache\515080.csv,data\cache_meta\515080.json,False,,unknown,,legacy_cache,False,,1540,warning_legacy_cache_without_metadata,legacy cache without metadata
510880,红利ETF华泰柏瑞,data\cache\510880.csv,data\cache_meta\510880.json,True,akshare.fund_etf_hist_sina,unknown,fund_etf_hist_sina,akshare_sina,False,2026-05-14T14:35:51+08:00,1782,warning_unknown_adjustment,metadata exists but adjustment is unknown
562800,稀有金属ETF嘉实,data\cache\562800.csv,data\cache_meta\562800.json,False,,unknown,,legacy_cache,False,,1116,warning_legacy_cache_without_metadata,legacy cache without metadata
588790,科创AIETF博时,data\cache\588790.csv,data\cache_meta\588790.json,False,,unknown,,legacy_cache,False,,320,warning_legacy_cache_without_metadata,legacy cache without metadata
159381,创业板人工智能ETF华夏,data\cache\159381.csv,data\cache_meta\159381.json,False,,unknown,,legacy_cache,False,,274,warning_legacy_cache_without_metadata,legacy cache without metadata
515980,人工智能ETF华富,data\cache\515980.csv,data\cache_meta\515980.json,False,,unknown,,legacy_cache,False,,1516,warning_legacy_cache_without_metadata,legacy cache without metadata
515030,新能源车ETF华夏,data\cache\515030.csv,data\cache_meta\515030.json,False,,unknown,,legacy_cache,False,,1499,warning_legacy_cache_without_metadata,legacy cache without metadata
512710,军工龙头ETF富国,data\cache\512710.csv,data\cache_meta\512710.json,False,,unknown,,legacy_cache,False,,1622,warning_legacy_cache_without_metadata,legacy cache without metadata
159353,中证A500ETF景顺,data\cache\159353.csv,data\cache_meta\159353.json,False,,unknown,,legacy_cache,False,,381,warning_legacy_cache_without_metadata,legacy cache without metadata
159783,科创创业50ETF华夏,data\cache\159783.csv,data\cache_meta\159783.json,False,,unknown,,legacy_cache,False,,1174,warning_legacy_cache_without_metadata,legacy cache without metadata
159667,工业母机ETF国泰,data\cache\159667.csv,data\cache_meta\159667.json,False,,unknown,,legacy_cache,False,,857,warning_legacy_cache_without_metadata,legacy cache without metadata
510210,上证指数ETF富国,data\cache\510210.csv,data\cache_meta\510210.json,False,,unknown,,legacy_cache,False,,1780,warning_legacy_cache_without_metadata,legacy cache without metadata
588090,科创50ETF华泰柏瑞,data\cache\588090.csv,data\cache_meta\588090.json,False,,unknown,,legacy_cache,False,,1328,warning_legacy_cache_without_metadata,legacy cache without metadata
588290,科创芯片ETF华安,data\cache\588290.csv,data\cache_meta\588290.json,False,,unknown,,legacy_cache,False,,857,warning_legacy_cache_without_metadata,legacy cache without metadata
516160,新能源ETF南方,data\cache\516160.csv,data\cache_meta\516160.json,False,,unknown,,legacy_cache,False,,1271,warning_legacy_cache_without_metadata,legacy cache without metadata
159842,券商ETF银华,data\cache\159842.csv,data\cache_meta\159842.json,False,,unknown,,legacy_cache,False,,1245,warning_legacy_cache_without_metadata,legacy cache without metadata
159796,电池ETF汇添富,data\cache\159796.csv,data\cache_meta\159796.json,False,,unknown,,legacy_cache,False,,1007,warning_legacy_cache_without_metadata,legacy cache without metadata
588750,科创芯片ETF汇添富,data\cache\588750.csv,data\cache_meta\588750.json,False,,unknown,,legacy_cache,False,,329,warning_legacy_cache_without_metadata,legacy cache without metadata
561380,电网设备ETF国泰,data\cache\561380.csv,data\cache_meta\561380.json,False,,unknown,,legacy_cache,False,,332,warning_legacy_cache_without_metadata,legacy cache without metadata
159682,创业板50ETF景顺,data\cache\159682.csv,data\cache_meta\159682.json,False,,unknown,,legacy_cache,False,,809,warning_legacy_cache_without_metadata,legacy cache without metadata
159368,创业板新能源ETF华夏,data\cache\159368.csv,data\cache_meta\159368.json,False,,unknown,,legacy_cache,False,,274,warning_legacy_cache_without_metadata,legacy cache without metadata
588760,科创人工智能ETF广发,data\cache\588760.csv,data\cache_meta\588760.json,False,,unknown,,legacy_cache,False,,310,warning_legacy_cache_without_metadata,legacy cache without metadata
562590,半导体设备ETF华夏,data\cache\562590.csv,data\cache_meta\562590.json,False,,unknown,,legacy_cache,False,,620,warning_legacy_cache_without_metadata,legacy cache without metadata
159593,中证A50ETF平安,data\cache\159593.csv,data\cache_meta\159593.json,False,,unknown,,legacy_cache,False,,523,warning_legacy_cache_without_metadata,legacy cache without metadata
588780,科创芯片设计ETF国联安,data\cache\588780.csv,data\cache_meta\588780.json,False,,unknown,,legacy_cache,False,,329,warning_legacy_cache_without_metadata,legacy cache without metadata
516650,有色金属ETF华夏,data\cache\516650.csv,data\cache_meta\516650.json,False,,unknown,,legacy_cache,False,,1184,warning_legacy_cache_without_metadata,legacy cache without metadata
159387,创业板新能源ETF国泰,data\cache\159387.csv,data\cache_meta\159387.json,False,,unknown,,legacy_cache,False,,223,warning_legacy_cache_without_metadata,legacy cache without metadata
588710,科创半导体设备ETF华泰柏瑞,data\cache\588710.csv,data\cache_meta\588710.json,False,,unknown,,legacy_cache,False,,227,warning_legacy_cache_without_metadata,legacy cache without metadata
515070,人工智能ETF华夏,data\cache\515070.csv,data\cache_meta\515070.json,False,,unknown,,legacy_cache,False,,1543,warning_legacy_cache_without_metadata,legacy cache without metadata
588800,科创100ETF华夏,data\cache\588800.csv,data\cache_meta\588800.json,False,,unknown,,legacy_cache,False,,599,warning_legacy_cache_without_metadata,legacy cache without metadata
562550,绿电ETF华夏,data\cache\562550.csv,data\cache_meta\562550.json,False,,unknown,,legacy_cache,False,,755,warning_legacy_cache_without_metadata,legacy cache without metadata
512630,卫星ETF广发,data\cache\512630.csv,data\cache_meta\512630.json,False,,unknown,,legacy_cache,False,,133,warning_legacy_cache_without_metadata,legacy cache without metadata
159801,芯片ETF广发,data\cache\159801.csv,data\cache_meta\159801.json,False,,unknown,,legacy_cache,False,,1510,warning_legacy_cache_without_metadata,legacy cache without metadata
561980,半导体设备ETF招商,data\cache\561980.csv,data\cache_meta\561980.json,False,,unknown,,legacy_cache,False,,647,warning_legacy_cache_without_metadata,legacy cache without metadata
560780,半导体设备ETF广发,data\cache\560780.csv,data\cache_meta\560780.json,False,,unknown,,legacy_cache,False,,581,warning_legacy_cache_without_metadata,legacy cache without metadata
560710,船舶ETF富国,data\cache\560710.csv,data\cache_meta\560710.json,False,,unknown,,legacy_cache,False,,58,warning_legacy_cache_without_metadata,legacy cache without metadata
159246,创业板人工智能ETF富国,data\cache\159246.csv,data\cache_meta\159246.json,False,,unknown,,legacy_cache,False,,201,warning_legacy_cache_without_metadata,legacy cache without metadata
159928,消费ETF汇添富,data\cache\159928.csv,data\cache_meta\159928.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
516510,云计算ETF易方达,data\cache\516510.csv,data\cache_meta\516510.json,False,,unknown,,legacy_cache,False,,1233,warning_legacy_cache_without_metadata,legacy cache without metadata
159957,创业板ETF华夏,data\cache\159957.csv,data\cache_meta\159957.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
159851,金融科技ETF华宝,data\cache\159851.csv,data\cache_meta\159851.json,False,,unknown,,legacy_cache,False,,1245,warning_legacy_cache_without_metadata,legacy cache without metadata
588030,科创100ETF博时,data\cache\588030.csv,data\cache_meta\588030.json,False,,unknown,,legacy_cache,False,,637,warning_legacy_cache_without_metadata,legacy cache without metadata
560050,中国A50ETF汇添富,data\cache\560050.csv,data\cache_meta\560050.json,False,,unknown,,legacy_cache,False,,1091,warning_legacy_cache_without_metadata,legacy cache without metadata
589720,科创创新药ETF国泰,data\cache\589720.csv,data\cache_meta\589720.json,False,,unknown,,legacy_cache,False,,185,warning_legacy_cache_without_metadata,legacy cache without metadata
159732,消费电子ETF华夏,data\cache\159732.csv,data\cache_meta\159732.json,False,,unknown,,legacy_cache,False,,1139,warning_legacy_cache_without_metadata,legacy cache without metadata
159841,证券ETF天弘,data\cache\159841.csv,data\cache_meta\159841.json,False,,unknown,,legacy_cache,False,,1268,warning_legacy_cache_without_metadata,legacy cache without metadata
563530,卫星ETF易方达,data\cache\563530.csv,data\cache_meta\563530.json,False,,unknown,,legacy_cache,False,,116,warning_legacy_cache_without_metadata,legacy cache without metadata
159865,养殖ETF国泰,data\cache\159865.csv,data\cache_meta\159865.json,False,,unknown,,legacy_cache,False,,1254,warning_legacy_cache_without_metadata,legacy cache without metadata
512930,AI人工智能ETF平安,data\cache\512930.csv,data\cache_meta\512930.json,False,,unknown,,legacy_cache,False,,1624,warning_legacy_cache_without_metadata,legacy cache without metadata
589680,科创综指ETF鹏华,data\cache\589680.csv,data\cache_meta\589680.json,False,,unknown,,legacy_cache,False,,287,warning_legacy_cache_without_metadata,legacy cache without metadata
563020,红利低波ETF易方达,data\cache\563020.csv,data\cache_meta\563020.json,False,,unknown,,legacy_cache,False,,579,warning_legacy_cache_without_metadata,legacy cache without metadata
159327,半导体设备ETF万家,data\cache\159327.csv,data\cache_meta\159327.json,False,,unknown,,legacy_cache,False,,425,warning_legacy_cache_without_metadata,legacy cache without metadata
159977,创业板ETF天弘,data\cache\159977.csv,data\cache_meta\159977.json,False,,unknown,,legacy_cache,False,,1600,warning_legacy_cache_without_metadata,legacy cache without metadata
515300,300红利低波ETF嘉实,data\cache\515300.csv,data\cache_meta\515300.json,False,,unknown,,legacy_cache,False,,1606,warning_legacy_cache_without_metadata,legacy cache without metadata
512980,传媒ETF广发,data\cache\512980.csv,data\cache_meta\512980.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
561910,电池ETF招商,data\cache\561910.csv,data\cache_meta\561910.json,False,,unknown,,legacy_cache,False,,1146,warning_legacy_cache_without_metadata,legacy cache without metadata
560280,工程机械ETF广发,data\cache\560280.csv,data\cache_meta\560280.json,False,,unknown,,legacy_cache,False,,612,warning_legacy_cache_without_metadata,legacy cache without metadata
159840,锂电池ETF工银,data\cache\159840.csv,data\cache_meta\159840.json,False,,unknown,,legacy_cache,False,,1140,warning_legacy_cache_without_metadata,legacy cache without metadata
515230,软件ETF国泰,data\cache\515230.csv,data\cache_meta\515230.json,False,,unknown,,legacy_cache,False,,1258,warning_legacy_cache_without_metadata,legacy cache without metadata
588230,科创200ETF华泰柏瑞,data\cache\588230.csv,data\cache_meta\588230.json,False,,unknown,,legacy_cache,False,,331,warning_legacy_cache_without_metadata,legacy cache without metadata
159681,创业板50ETF鹏华,data\cache\159681.csv,data\cache_meta\159681.json,False,,unknown,,legacy_cache,False,,809,warning_legacy_cache_without_metadata,legacy cache without metadata
512200,房地产ETF南方,data\cache\512200.csv,data\cache_meta\512200.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
516640,芯片ETF富国,data\cache\516640.csv,data\cache_meta\516640.json,False,,unknown,,legacy_cache,False,,1135,warning_legacy_cache_without_metadata,legacy cache without metadata
510180,上证180ETF华安,data\cache\510180.csv,data\cache_meta\510180.json,False,,unknown,,legacy_cache,False,,1781,warning_legacy_cache_without_metadata,legacy cache without metadata
588020,科创成长ETF易方达,data\cache\588020.csv,data\cache_meta\588020.json,False,,unknown,,legacy_cache,False,,648,warning_legacy_cache_without_metadata,legacy cache without metadata
159652,有色ETF汇添富,data\cache\159652.csv,data\cache_meta\159652.json,False,,unknown,,legacy_cache,False,,788,warning_legacy_cache_without_metadata,legacy cache without metadata
516020,化工ETF华宝,data\cache\516020.csv,data\cache_meta\516020.json,False,,unknown,,legacy_cache,False,,1254,warning_legacy_cache_without_metadata,legacy cache without metadata
159599,芯片ETF东财,data\cache\159599.csv,data\cache_meta\159599.json,False,,unknown,,legacy_cache,False,,487,warning_legacy_cache_without_metadata,legacy cache without metadata
516780,稀土ETF华泰柏瑞,data\cache\516780.csv,data\cache_meta\516780.json,False,,unknown,,legacy_cache,False,,1254,warning_legacy_cache_without_metadata,legacy cache without metadata
588190,科创100ETF银华,data\cache\588190.csv,data\cache_meta\588190.json,False,,unknown,,legacy_cache,False,,637,warning_legacy_cache_without_metadata,legacy cache without metadata
159766,旅游ETF富国,data\cache\159766.csv,data\cache_meta\159766.json,False,,unknown,,legacy_cache,False,,1160,warning_legacy_cache_without_metadata,legacy cache without metadata
516350,芯片ETF易方达,data\cache\516350.csv,data\cache_meta\516350.json,False,,unknown,,legacy_cache,False,,1058,warning_legacy_cache_without_metadata,legacy cache without metadata
516120,化工ETF富国,data\cache\516120.csv,data\cache_meta\516120.json,False,,unknown,,legacy_cache,False,,1253,warning_legacy_cache_without_metadata,legacy cache without metadata
560390,电网设备ETF易方达,data\cache\560390.csv,data\cache_meta\560390.json,False,,unknown,,legacy_cache,False,,46,warning_legacy_cache_without_metadata,legacy cache without metadata
515400,大数据ETF富国,data\cache\515400.csv,data\cache_meta\515400.json,False,,unknown,,legacy_cache,False,,1282,warning_legacy_cache_without_metadata,legacy cache without metadata
589130,科创芯片ETF易方达,data\cache\589130.csv,data\cache_meta\589130.json,False,,unknown,,legacy_cache,False,,79,warning_legacy_cache_without_metadata,legacy cache without metadata
159994,通信ETF银华,data\cache\159994.csv,data\cache_meta\159994.json,False,,unknown,,legacy_cache,False,,1502,warning_legacy_cache_without_metadata,legacy cache without metadata
159857,光伏ETF天弘,data\cache\159857.csv,data\cache_meta\159857.json,False,,unknown,,legacy_cache,False,,1262,warning_legacy_cache_without_metadata,legacy cache without metadata
561560,电力ETF华泰柏瑞,data\cache\561560.csv,data\cache_meta\561560.json,False,,unknown,,legacy_cache,False,,967,warning_legacy_cache_without_metadata,legacy cache without metadata
518600,金ETF广发,data\cache\518600.csv,data\cache_meta\518600.json,False,,unknown,,legacy_cache,False,,1395,warning_legacy_cache_without_metadata,legacy cache without metadata
159267,航天ETF华安,data\cache\159267.csv,data\cache_meta\159267.json,False,,unknown,,legacy_cache,False,,185,warning_legacy_cache_without_metadata,legacy cache without metadata
589010,科创人工智能ETF华夏,data\cache\589010.csv,data\cache_meta\589010.json,False,,unknown,,legacy_cache,False,,263,warning_legacy_cache_without_metadata,legacy cache without metadata
