symbol,name,exchange,asset_class,category,sub_category,fund_company,inception_date,tracking_index_name,tracking_index_code,fund_size,fund_size_date,management_fee,custody_fee,latest_amount,latest_price,is_cross_border,is_commodity,is_bond,is_money_market,is_broad_based,is_industry,is_theme,is_dividend,is_sci_tech,is_chinext,inferred_category,inferred_tags,metadata_source,metadata_updated_at,field_completeness,missing_fields,data_quality_status,notes
159245,港股通消费ETF富国,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,5011398.8,0.856,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;industry,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159246,创业板人工智能ETF富国,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,207719904.44,1.326,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;theme;sci_tech;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159247,创业板ETF汇添富,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,34675138.46,1.192,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159248,人工智能ETF万家,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,31802229.7,1.96,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,theme,theme;sci_tech,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159249,A500增强ETF工银,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,22227225.0,1.403,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159251,港股通科技ETF万家,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,28382190.9,0.845,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;sci_tech,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159253,银行ETF博时,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,6116500.17,0.933,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,industry,industry,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159255,通用航空ETF易方达,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,6710408.8,1.127,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext;inferred_category;inferred_tags,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159256,创业板软件ETF华夏,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,125751482.5,1.015,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159257,航空ETF汇添富,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,9914880.8,1.133,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext;inferred_category;inferred_tags,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159258,机器人ETF南方,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,37427487.8,1.267,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,theme,theme,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159259,成长ETF易方达,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,526389379.346,1.414,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext;inferred_category;inferred_tags,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159260,证券ETF博时,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,8064148.395,0.845,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,industry,industry,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159261,创业板新能源ETF鹏华,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,12313530.9,1.77,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;industry;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159262,港股通科技ETF广发,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,785252620.547,0.936,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;sci_tech,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159263,价值ETF易方达,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,205559168.816,1.169,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext;inferred_category;inferred_tags,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159265,港股消费ETF鹏华,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,16454613.7,0.872,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;industry,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159266,港股央企红利ETF永赢,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,28328069.354,1.016,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;theme;dividend,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159267,航天ETF华安,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,200325425.305,1.12,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext;inferred_category;inferred_tags,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159268,港股通消费ETF汇添富,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,22582765.9,0.845,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;industry,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159269,港股通科技ETF南方,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,164672536.012,0.925,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;sci_tech,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159270,创业板200ETF南方,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,11526528.5,1.291,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159271,恒生ETF鹏华,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,6221415.0,0.992,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159272,机器人ETF富国,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,76802851.444,0.941,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,theme,theme,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159273,云计算ETF汇添富,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,80968655.857,1.547,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,theme,theme,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159275,农牧渔ETF华宝,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,13933665.0,0.936,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext;inferred_category;inferred_tags,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159276,现金流ETF汇添富,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,5473974.2,1.211,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,money_market,money_market,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159277,港股通红利ETF富国,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,11020555.7,1.012,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;dividend,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159278,机器人ETF鹏华,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,86654478.21,1.11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,theme,theme,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159279,创业板人工智能ETF华安,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,81876313.503,1.597,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;theme;sci_tech;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159280,港股通互联网ETF汇添富,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,9424371.8,0.771,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159281,港股央企红利ETF天弘,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,56025242.31,1.0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;theme;dividend,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159283,通用航空ETF南方,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,19705398.5,1.139,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext;inferred_category;inferred_tags,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159285,港股通消费ETF华安,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,15219490.013,0.84,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border;industry,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159286,港股通创新药ETF鹏华,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,51404830.704,0.763,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cross_border,cross_border,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159287,创业板综ETF博时,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,10372710.643,1.269,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159288,创业板综ETF银华,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,5324715.464,1.174,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
159289,创业板综指ETF鹏华,SZ,unknown,ETF,指数型-股票,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,unable_to_confirm,1818508.155,1.258,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,broad_based,broad_based;chinext,akshare.fund_etf_spot_em;akshare.fund_name_em,2026-05-14T18:26:53+08:00,0.3667,asset_class;fund_company;inception_date;tracking_index_name;tracking_index_code;fund_size;fund_size_date;management_fee;custody_fee;is_cross_border;is_commodity;is_bond;is_money_market;is_broad_based;is_industry;is_theme;is_dividend;is_sci_tech;is_chinext,warning,real fields come only from source columns; inferred fields are name-derived and not authoritative
