symbol,name,exchange,spot_amount,spot_date,spot_updated_at,asset_class,category,tracking_index,listing_date,latest_date,avg_amount_20,data_rows,is_active,filter_reason,universe_source,fetched_at
159643,疫苗ETF国泰,SZ,9020117.3,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,行业主题,疫苗,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159645,疫苗ETF富国,SZ,3003602.9,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,行业主题,疫苗,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159647,中药ETF鹏华,SZ,12965901.1,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,行业主题,中药鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159652,有色ETF汇添富,SZ,184382106.9,2026-05-13,2026-05-13 15:34:03+08:00,A股股票,行业主题,有色,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159653,ESG300ETF国联安,SZ,60690.3,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,风格,ESG300国联安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159656,沪深300成长ETF万家,SZ,20610910.3,2026-05-13,2026-05-13 15:34:12+08:00,A股股票,宽基,沪深300成长万家,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159657,疫苗ETF鹏华,SZ,4189428.6,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,行业主题,疫苗鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159658,数字经济ETF华安,SZ,11795946.0,2026-05-13,2026-05-13 15:34:15+08:00,A股股票,行业主题,数字经济华安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159661,A100ETF嘉实,SZ,3497351.5,2026-05-13,2026-05-13 15:34:15+08:00,A股股票,行业主题,A100,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159662,交运ETF南方,SZ,6366471.8,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,行业主题,交运,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159663,机床ETF华夏,SZ,62205505.9,2026-05-13,2026-05-13 15:34:00+08:00,A股股票,行业主题,机床,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159665,半导体龙头ETF工银,SZ,51990454.5,2026-05-13,2026-05-13 15:34:39+08:00,A股股票,行业主题,半导体龙头工银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159666,交通运输ETF华夏,SZ,12918747.9,2026-05-13,2026-05-13 15:34:03+08:00,A股股票,行业主题,交通运输,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159667,工业母机ETF国泰,SZ,363602867.6,2026-05-13,2026-05-13 15:34:18+08:00,A股股票,行业主题,工业母机,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159669,绿色电力ETF国泰,SZ,25544203.5,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,行业主题,绿色电力,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159670,消费50ETF国联安,SZ,3747342.0,2026-05-13,2026-05-13 15:34:21+08:00,A股股票,行业主题,消费50国联安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159671,稀有金属ETF工银,SZ,63235258.376,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,稀有金属工银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159672,消费ETF博时,SZ,4138237.728,2026-05-13,2026-05-13 15:34:24+08:00,A股股票,行业主题,消费,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159673,沪深300ETF鹏华,SZ,36629387.3,2026-05-13,2026-05-13 15:34:18+08:00,A股股票,宽基,沪深300鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159675,创业板增强ETF嘉实,SZ,6769085.9,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,宽基,创业板增强,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159676,创业板增强ETF富国,SZ,9831326.861,2026-05-13,2026-05-13 15:34:48+08:00,A股股票,宽基,创业板增强,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159677,中证1000增强ETF银华,SZ,10069880.6,2026-05-13,2026-05-13 15:34:21+08:00,A股股票,宽基,中证1000增强,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159678,500增强ETF博时,SZ,3843426.2,2026-05-13,2026-05-13 15:34:30+08:00,A股股票,行业主题,500增强,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159679,中证1000增强ETF国泰,SZ,6732627.7,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,宽基,中证1000增强,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159680,中证1000增强ETF招商,SZ,72419525.187,2026-05-13,2026-05-13 15:34:33+08:00,A股股票,宽基,中证1000增强招商,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159681,创业板50ETF鹏华,SZ,191200706.176,2026-05-13,2026-05-13 15:34:39+08:00,A股股票,宽基,创业板50鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159682,创业板50ETF景顺,SZ,336440848.494,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,宽基,创业板50景顺,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159685,1000增强ETF天弘,SZ,2290140.1,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,行业主题,1000增强,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159686,A100ETF易方达,SZ,14806946.1,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,行业主题,A100,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159689,消费ETF南方,SZ,1452952.2,2026-05-13,2026-05-13 15:34:51+08:00,A股股票,行业主题,消费,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159690,有色矿业ETF招商,SZ,33117433.5,2026-05-13,2026-05-13 15:34:24+08:00,A股股票,行业主题,有色矿业招商,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159692,证券ETF东财,SZ,85213218.12,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,行业主题,证券东财,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159695,通信ETF嘉实,SZ,60568792.7,2026-05-13,2026-05-13 15:34:54+08:00,A股股票,行业主题,通信,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159697,石油ETF鹏华,SZ,96941480.4,2026-05-13,2026-05-13 15:34:15+08:00,A股股票,行业主题,石油鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159698,粮食ETF鹏华,SZ,33286018.659,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,粮食鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159701,物联网ETF招商,SZ,1607914.544,2026-05-13,2026-05-13 15:34:00+08:00,A股股票,行业主题,物联网招商,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159703,新材料ETF天弘,SZ,12326131.12,2026-05-13,2026-05-13 15:34:18+08:00,A股股票,行业主题,新材料,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159706,深证100ETF华安,SZ,4933799.0,2026-05-13,2026-05-13 15:34:33+08:00,A股股票,宽基,深证100华安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159707,地产ETF华宝,SZ,86930447.2,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,行业主题,地产,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159708,红利ETF西部利得,SZ,14244151.146,2026-05-13,2026-05-13 15:34:21+08:00,A股股票,风格,红利西部利得,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159709,物联网ETF工银,SZ,826805.1,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,物联网工银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159713,稀土ETF富国,SZ,127484901.7,2026-05-13,2026-05-13 15:34:48+08:00,A股股票,行业主题,稀土,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159715,稀土ETF易方达,SZ,141374956.2,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,行业主题,稀土,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159716,深证100ETF华宝,SZ,4669994.546,2026-05-13,2026-05-13 15:34:51+08:00,A股股票,宽基,深证100,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159717,ESGETF鹏华,SZ,1108133.9,2026-05-13,2026-05-13 15:34:54+08:00,A股股票,风格,ESG鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159719,国企ETF平安,SZ,4539081.0,2026-05-13,2026-05-13 15:34:03+08:00,A股股票,风格,国企平安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159720,智能车ETF泰康,SZ,622811.4,2026-05-13,2026-05-13 15:34:57+08:00,A股股票,行业主题,智能车泰康,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159721,深证100ETF永赢,SZ,6435698.588,2026-05-13,2026-05-13 15:34:00+08:00,A股股票,宽基,深证100永赢,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159723,科技龙头ETF汇添富,SZ,3853234.503,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,行业主题,科技龙头,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159725,线上消费ETF工银,SZ,27329564.367,2026-05-13,2026-05-13 15:34:30+08:00,A股股票,行业主题,线上消费工银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159728,在线消费ETF南方,SZ,10882954.7,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,行业主题,在线消费,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159729,互联网ETF汇添富,SZ,705307.722,2026-05-13,2026-05-13 15:34:54+08:00,A股股票,行业主题,互联网,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159730,家电ETF博时,SZ,2213717.5,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,行业主题,家电,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159731,石化ETF华夏,SZ,115467455.2,2026-05-13,2026-05-13 15:34:03+08:00,A股股票,行业主题,石化,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159732,消费电子ETF华夏,SZ,248198624.074,2026-05-13,2026-05-13 15:34:57+08:00,A股股票,行业主题,消费电子,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159736,食品饮料ETF天弘,SZ,27801587.932,2026-05-13,2026-05-13 15:34:12+08:00,A股股票,行业主题,食品饮料,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159738,云计算ETF华泰柏瑞,SZ,36330847.8,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,云计算,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159739,云计算ETF鹏华,SZ,32883031.616,2026-05-13,2026-05-13 15:34:39+08:00,A股股票,行业主题,云计算鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159743,湖北ETF博时,SZ,1093524.4,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,湖北,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159745,建材ETF国泰,SZ,91535478.0,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,行业主题,建材,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159748,创新药ETF富国,SZ,35576765.567,2026-05-13,2026-05-13 15:34:48+08:00,A股股票,行业主题,创新药,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159752,新能源ETF申万菱信,SZ,11328714.6,2026-05-13,2026-05-13 15:34:21+08:00,A股股票,行业主题,新能源申万菱信,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159755,电池ETF广发,SZ,974776754.084,2026-05-13,2026-05-13 15:34:24+08:00,A股股票,行业主题,电池,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159757,电池ETF景顺,SZ,24484686.824,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,行业主题,电池景顺,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159758,红利质量ETF华夏,SZ,78155199.0,2026-05-13,2026-05-13 15:34:51+08:00,A股股票,风格,红利质量,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159760,医疗健康ETF泰康,SZ,1734903.752,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,行业主题,医疗健康泰康,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159761,新材料ETF国泰,SZ,16889642.552,2026-05-13,2026-05-13 15:34:51+08:00,A股股票,行业主题,新材料,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159763,新材料ETF建信,SZ,6087656.638,2026-05-13,2026-05-13 15:34:30+08:00,A股股票,行业主题,新材料建信,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159766,旅游ETF富国,SZ,179193248.147,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,行业主题,旅游,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159767,电池龙头ETF兴银,SZ,11875002.4,2026-05-13,2026-05-13 15:34:54+08:00,A股股票,行业主题,电池龙头兴银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159768,房地产ETF银华,SZ,27083656.2,2026-05-13,2026-05-13 15:34:33+08:00,A股股票,行业主题,房地产,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159770,机器人ETF天弘,SZ,529478483.352,2026-05-13,2026-05-13 15:34:57+08:00,A股股票,行业主题,机器人,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159773,创业板科技ETF华泰柏瑞,SZ,5871119.4,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,宽基,创业板科技,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159775,电池ETF建信,SZ,27292168.2,2026-05-13,2026-05-13 15:34:54+08:00,A股股票,行业主题,电池建信,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159777,创科技ETF国联安,SZ,5690330.2,2026-05-13,2026-05-13 15:34:12+08:00,A股股票,行业主题,创科技国联安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159778,工业互联网ETF鹏华,SZ,2648426.971,2026-05-13,2026-05-13 15:34:57+08:00,A股股票,行业主题,工业互联网鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159779,消费电子ETF招商,SZ,12477921.261,2026-05-13,2026-05-13 15:34:15+08:00,A股股票,行业主题,消费电子招商,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159780,科创创业50ETF南方,SZ,147357379.007,2026-05-13,2026-05-13 15:34:00+08:00,A股股票,宽基,科创创业50,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159781,科创创业ETF易方达,SZ,402079532.316,2026-05-13,2026-05-13 15:34:03+08:00,A股股票,宽基,科创创业,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159782,双创50ETF银华,SZ,41352954.327,2026-05-13,2026-05-13 15:34:03+08:00,A股股票,行业主题,双创50,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159783,科创创业50ETF华夏,SZ,363705345.022,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,宽基,科创创业50,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159786,VRETF银华,SZ,10639968.444,2026-05-13,2026-05-13 15:34:18+08:00,A股股票,行业主题,VR,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159787,建材ETF易方达,SZ,4528921.7,2026-05-13,2026-05-13 15:34:12+08:00,A股股票,行业主题,建材,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159790,碳中和ETF华夏,SZ,28491086.035,2026-05-13,2026-05-13 15:34:15+08:00,A股股票,行业主题,碳中和,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159791,300ESGETF华夏,SZ,2759651.6,2026-05-13,2026-05-13 15:34:18+08:00,A股股票,风格,300ESG,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159793,线上消费ETF平安,SZ,4376024.424,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,行业主题,线上消费平安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159795,智能汽车ETF汇添富,SZ,3935666.395,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,行业主题,智能汽车,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159796,电池ETF汇添富,SZ,341591059.186,2026-05-13,2026-05-13 15:34:09+08:00,A股股票,行业主题,电池,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159797,医疗器械ETF汇添富,SZ,5296415.6,2026-05-13,2026-05-13 15:34:24+08:00,A股股票,行业主题,医疗器械,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159798,消费ETF易方达,SZ,13161417.9,2026-05-13,2026-05-13 15:34:12+08:00,A股股票,行业主题,消费,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159800,中证800ETF鹏华,SZ,855416.4,2026-05-13,2026-05-13 15:34:24+08:00,A股股票,行业主题,中证800鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159801,芯片ETF广发,SZ,282230145.574,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,行业主题,芯片,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159804,创中盘88ETF国寿,SZ,160229.8,2026-05-13,2026-05-13 15:34:30+08:00,A股股票,行业主题,创中盘88国寿,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159805,传媒ETF鹏华,SZ,39620157.9,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,行业主题,传媒鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159806,新能源车ETF国泰,SZ,40554003.382,2026-05-13,2026-05-13 15:34:12+08:00,A股股票,行业主题,新能源车,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159807,科技ETF易方达,SZ,101555803.358,2026-05-13,2026-05-13 15:34:33+08:00,A股股票,行业主题,科技,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159808,创100ETF融通,SZ,2682993.942,2026-05-13,2026-05-13 15:34:39+08:00,A股股票,行业主题,创100融通,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159810,创业板ETF浦银,SZ,3742800.1,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,宽基,创业板浦银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159811,5GETF博时,SZ,23319966.3,2026-05-13,2026-05-13 15:34:15+08:00,A股股票,行业主题,5G,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159813,半导体ETF鹏华,SZ,458558182.902,2026-05-13,2026-05-13 15:34:30+08:00,A股股票,行业主题,半导体鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159814,创业大盘ETF西部利得,SZ,26643686.9,2026-05-13,2026-05-13 15:34:18+08:00,A股股票,行业主题,创业大盘西部利得,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159819,人工智能ETF易方达,SZ,855082826.472,2026-05-13,2026-05-13 15:34:21+08:00,A股股票,行业主题,人工智能,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159820,中证500ETF天弘,SZ,14171428.2,2026-05-13,2026-05-13 15:34:39+08:00,A股股票,宽基,中证500,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159821,创业板ETF中银证券,SZ,1706238.8,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,宽基,创业板中银证券,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159822,新经济ETF银华,SZ,8151132.8,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,行业主题,新经济,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159824,新能源车ETF博时,SZ,4300860.4,2026-05-13,2026-05-13 15:34:24+08:00,A股股票,行业主题,新能源车,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159825,农业ETF富国,SZ,87262402.416,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,行业主题,农业,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159827,农业ETF银华,SZ,4697977.1,2026-05-13,2026-05-13 15:34:30+08:00,A股股票,行业主题,农业,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159828,医疗ETF国泰,SZ,40066366.6,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,医疗,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159830,金ETF天弘,SZ,33006569.4,2026-05-13,2026-05-13 15:34:48+08:00,A股股票,行业主题,金,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159831,金ETF嘉实,SZ,19068968.4,2026-05-13,2026-05-13 15:34:15+08:00,A股股票,行业主题,金,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159834,金ETF南方,SZ,33872132.4,2026-05-13,2026-05-13 15:34:18+08:00,A股股票,行业主题,金,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159835,创新药ETF建信,SZ,18828795.482,2026-05-13,2026-05-13 15:34:33+08:00,A股股票,行业主题,创新药建信,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159836,创业板300ETF天弘,SZ,1950481.0,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,宽基,创业板300,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159837,生物科技ETF易方达,SZ,33149712.819,2026-05-13,2026-05-13 15:34:51+08:00,A股股票,行业主题,生物科技,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159838,医药50ETF博时,SZ,1864447.3,2026-05-13,2026-05-13 15:34:54+08:00,A股股票,行业主题,医药50,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159839,生物医药ETF汇添富,SZ,44640010.7,2026-05-13,2026-05-13 15:34:39+08:00,A股股票,行业主题,生物医药,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159840,锂电池ETF工银,SZ,206485071.06,2026-05-13,2026-05-13 15:34:57+08:00,A股股票,行业主题,锂电池工银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159841,证券ETF天弘,SZ,248076004.793,2026-05-13,2026-05-13 15:34:21+08:00,A股股票,行业主题,证券,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159842,券商ETF银华,SZ,343808705.931,2026-05-13,2026-05-13 15:34:00+08:00,A股股票,行业主题,券商,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159843,食品饮料ETF招商,SZ,10520178.875,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,行业主题,食品饮料招商,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159845,中证1000ETF华夏,SZ,1872761032.847,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,宽基,中证1000,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159847,医疗ETF易方达,SZ,21222709.297,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,医疗,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159848,证券ETF国联安,SZ,4313434.3,2026-05-13,2026-05-13 15:34:24+08:00,A股股票,行业主题,证券国联安,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159849,生物科技ETF招商,SZ,1100934.8,2026-05-13,2026-05-13 15:34:48+08:00,A股股票,行业主题,生物科技招商,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159851,金融科技ETF华宝,SZ,258275518.225,2026-05-13,2026-05-13 15:34:51+08:00,A股股票,行业主题,金融科技,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159852,软件ETF嘉实,SZ,763818149.9,2026-05-13,2026-05-13 15:34:54+08:00,A股股票,行业主题,软件,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159855,影视ETF银华,SZ,13900070.6,2026-05-13,2026-05-13 15:34:03+08:00,A股股票,行业主题,影视,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159856,互联网龙头ETF工银,SZ,3394231.14,2026-05-13,2026-05-13 15:34:27+08:00,A股股票,行业主题,互联网龙头工银,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159857,光伏ETF天弘,SZ,169850520.265,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,行业主题,光伏,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159858,创新药ETF南方,SZ,15148700.4,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,创新药,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159859,生物医药ETF天弘,SZ,135877994.064,2026-05-13,2026-05-13 15:34:45+08:00,A股股票,行业主题,生物医药,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159861,碳中和50ETF国泰,SZ,2088000.0,2026-05-13,2026-05-13 15:34:57+08:00,A股股票,行业主题,碳中和50,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159862,食品饮料ETF银华,SZ,5664710.64,2026-05-13,2026-05-13 15:34:30+08:00,A股股票,行业主题,食品饮料,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159863,光伏ETF鹏华,SZ,13410873.416,2026-05-13,2026-05-13 15:34:33+08:00,A股股票,行业主题,光伏鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159864,光伏ETF国泰,SZ,63222772.892,2026-05-13,2026-05-13 15:34:00+08:00,A股股票,行业主题,光伏,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159865,养殖ETF国泰,SZ,236358424.4,2026-05-13,2026-05-13 15:34:36+08:00,A股股票,行业主题,养殖,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159867,养殖ETF鹏华,SZ,39770028.3,2026-05-13,2026-05-13 15:34:39+08:00,A股股票,行业主题,养殖鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159869,游戏ETF华夏,SZ,424329892.877,2026-05-13,2026-05-13 15:34:48+08:00,A股股票,行业主题,游戏,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159870,化工ETF鹏华,SZ,820719501.966,2026-05-13,2026-05-13 15:34:42+08:00,A股股票,行业主题,化工鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159871,有色ETF银华,SZ,72196623.9,2026-05-13,2026-05-13 15:34:06+08:00,A股股票,行业主题,有色,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
159872,智能网联汽车ETF鹏华,SZ,1092021.8,2026-05-13,2026-05-13 15:34:48+08:00,A股股票,行业主题,智能网联汽车鹏华,,,,,True,,akshare.fund_etf_spot_em,2026-05-13T18:48:31
